timestamps,open,high,low,close,volume,candle,symbol,time,EMA50,EMA100,EMA150,logClose,distFromEMA50,distFromEMA100,distFromEMA150,Hband_bollinger,HbandIND_bollinger,Lband_bollinger,LbandIND_bollinger,Wband_bollinger,dc_Hband,dc_Lband,dc_Wband,MFI,VWAP,RSI,doji,Two crows,Hammer,three_black_crows,HANGINGMAN,HARAMICROSS,ADX,ADXR,ATR,HTP,HTPh,HTS,HTSl,BETA,CORREL,LINEARREG,LINEARREG_ANGLE,LINEARREG_INTERCEPT,LINEARREG_SLOPE,STDDEV,TSF,VAR,Aroon_down,Aroon_up,Aroon_indicator
1587686400000,7483.96,7615.96,7388.0,7505.0,60182.119939,21.039999999999964,BTC,2020-04-24,6928.270423617859,6885.871467371111,6870.546607168169,8.923324744067562,6.222652631052263,6.796542130872887,7.003971207794134,,0.0,,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.1750610984221449,,,,,,295.509252281476,,87325.71818395704,,,
1587772800000,7505.0,7705.0,7431.07,7538.67,43874.427726,33.67000000000007,BTC,2020-04-25,6952.207661907355,6898.798170987525,6879.395923629519,8.927801052870057,6.444056348448403,7.16278852187471,7.423884802195123,,0.0,,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.056867659062298376,,,,,,273.18892236689004,,74632.18730398268,,,
1587859200000,7539.03,7700.0,7480.0,7693.1,50522.616209,154.07000000000062,BTC,2020-04-26,6981.262263401185,6914.526920076881,6890.173461064889,8.948079102204556,6.667616799449398,7.559800533731541,7.885381536565654,,0.0,,0.0,,,,,71.41679195193346,7078.121666466093,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,-0.055003369078317876,,7532.462571428567,89.07156104126538,6730.277428571434,61.70654945054868,186.9703787233875,7594.169120879115,34957.92251996696,,,
1587945600000,7693.1,7792.02,7606.0,7774.62,65441.339576,81.51999999999953,BTC,2020-04-27,7012.3743315031,6931.558466213972,6901.887984759394,8.958619861254961,7.804702451970816,8.867230262766608,9.257323366297733,,0.0,,0.0,,,,,73.56637526166904,7154.51954693256,73.84709027825782,0.0,0.0,0.0,0.0,-1.0,0.0,,,324.9364285714286,,,,,-0.022217103980357807,,7655.946857142862,89.1863169023312,6740.608857142853,70.41061538461614,114.69132287991103,7726.357472527478,13154.099543944001,,,
1588032000000,7773.51,7780.0,7659.12,7738.98,46302.752638,-34.530000000000655,BTC,2020-04-28,7040.868671444155,6947.5470114374575,6912.975296219535,8.954025174953902,8.072093511471882,9.290531922238356,9.741911652780798,,0.0,,0.0,,,,,73.09989877066785,7205.050277935761,71.96000349799621,0.0,0.0,0.0,0.0,-1.0,0.0,,,310.3609693877552,,,,,-1.2829971012965748,,7747.902000000006,89.23604087727139,6772.979428571422,74.99404395604492,108.37392335777534,7822.8960439560515,11744.907263956964,,,
1588118400000,7738.58,8952.89,7710.05,8778.57,183546.887514,1039.9899999999998,BTC,2020-04-29,7109.0138215836,6983.804892399092,6937.685159845767,9.080068803204924,7.795490021678207,9.419460413368375,10.017637241707034,,0.0,,0.0,,,,,82.40799613385965,7459.2060248201,84.44578392761252,0.0,0.0,0.0,0.0,0.0,0.0,,,376.9666144314869,,,,,-0.012904679891236998,,8046.963714285712,89.41114331726845,6782.107714285717,97.29661538461501,444.2488455538788,8144.260329670326,197357.03677595407,,,
1588204800000,8778.58,9460.0,8401.0,8620.0,206277.214124,-158.57999999999993,BTC,2020-04-30,7168.268181521497,7016.204795519901,6959.967475609399,9.061840363657739,14.673631930466643,16.48369485156646,17.153107063332946,,0.0,,0.0,,,,,84.33978582820332,7771.312069428217,78.69004424139428,0.0,0.0,0.0,0.0,0.0,0.0,,,425.68328482923783,,,,,0.04581962776847378,,8312.283714285713,89.52818066150881,6733.653428571429,121.43309890109887,475.4820890674577,8433.716813186813,226083.2170239538,,,
1588291200000,8620.0,9059.18,8613.56,8826.96,91468.815059,206.95999999999913,BTC,2020-05-01,7233.3149195010465,7052.061334222477,6984.695853415898,9.085565953459042,16.02409550173161,18.128377416277623,18.910463810365307,,0.0,,0.0,,,,,85.07117581882054,7889.000195153563,80.55309128258656,0.0,0.0,0.0,0.0,0.0,0.0,,,427.10733591286373,,,,,0.004394057194936704,,8576.821714285708,89.59752854261033,6726.174000000004,142.35751648351572,487.53400700253087,8719.179230769223,237689.40798394382,,,
1588377600000,8825.67,9010.0,8753.0,8972.05,59002.08755,146.3799999999992,BTC,2020-05-02,7301.500608932378,7090.080911762626,7011.018424893833,9.101869468518016,16.58287891086053,18.99827588526647,19.90153747407937,8955.711990543301,1.0,6099.324009456697,0.0,37.94594687235028,9460.0,6468.27,39.74391027693325,85.34441137390422,7970.558630679726,81.75720732776004,0.0,0.0,0.0,0.0,0.0,0.0,,,414.9568119190877,,,,,0.014599744667557693,,8858.835428571432,89.65651500941475,6690.367428571424,166.8052307692314,438.8097087986527,9025.640659340665,192553.9605359584,,,
1588464000000,8972.58,9200.0,8712.0,8894.16,90126.065643,-78.42000000000007,BTC,2020-05-03,7363.957839954638,7125.805250143564,7035.960697411795,9.093150160564777,15.47339485818827,18.20701044371483,19.23828400583339,9138.934711348687,0.0,6121.72628865131,0.0,39.54230321605831,9460.0,6468.27,39.20839339790065,89.39982365858171,8073.377852148397,78.93168936603458,0.0,0.0,0.0,0.0,0.0,0.0,,,420.1741824962957,,,,,0.000504516115825019,,9053.313142857132,89.6767308561772,6749.235428571437,177.2367472527458,118.6340162681524,9230.549890109878,14074.029815912247,,,
1588550400000,8894.15,8950.0,8522.0,8871.96,84418.512331,-22.19000000000051,BTC,2020-05-04,7423.09517956426,7160.382571922899,7060.278568969255,9.090651020453762,12.894916926023697,15.97767458433585,17.152328456122333,9288.719645195555,0.0,6172.267354804444,0.0,40.31375604146244,9460.0,6468.27,38.70037533826268,88.34879149377251,8208.258550195424,78.10318137345622,1.0,0.0,0.0,0.0,0.0,0.0,,,420.733169460846,,,,,0.7003402975117654,,9149.425999999998,89.66207417804223,6945.2840000000015,169.54938461538433,118.25207644654702,9318.975384615382,13983.553583920002,,,
1588636800000,8871.92,9118.58,8760.0,9021.83,76480.765342,149.90999999999985,BTC,2020-05-05,7485.790662718603,7197.242917033336,7086.259382625291,9.107402474962171,14.545768690426906,17.83969272792995,19.106628052222703,9418.279907777478,0.0,6282.766092222521,0.0,39.940190170195756,9460.0,6468.27,38.108671231203324,92.71049142968651,8322.663207268175,79.65569220336633,0.0,0.0,0.0,0.0,0.0,0.0,,,416.29365735649986,,,,,0.051614486232769714,,9227.721714285719,89.63653088286357,7178.482571428569,157.63378021978076,70.25173575023447,9385.3554945055,4935.306375920773,,,
1588723200000,9021.36,9395.0,8906.21,9142.92,105925.30242,121.55999999999949,BTC,2020-05-06,7550.776126925717,7235.771176101983,7113.499920603765,9.120735088262863,15.218974996932278,18.755888575477297,20.12876497855131,9576.822112459286,0.0,6328.321887540716,0.0,40.848422685372356,9460.0,6751.0,34.06445109833649,93.07582617661714,8454.313770705872,80.83785168490087,0.0,0.0,0.0,0.0,0.0,0.0,,,421.4719675453213,,,,,0.5354888552654129,,9315.394571428571,89.61533740474276,7379.0639999999985,148.94850549450555,97.36048450941284,9464.343076923076,9479.063943907619,,,
1588809600000,9143.4,10067.0,9021.0,9986.4,147154.611378,843.0,BTC,2020-05-07,7646.290788614905,7290.239073604914,7151.551577284509,9.20897944633684,15.23898915181349,19.185909836992423,20.723294786780745,9891.268146155438,1.0,6309.760853844561,0.0,44.21333104595859,10067.0,6751.0,40.93567143173436,93.48032632108664,8674.82150143668,86.65493271456037,0.0,0.0,0.0,0.0,0.0,0.0,,,466.08111272065554,,,,,0.35113132599760866,,9613.34714285714,89.65747095443463,7438.827142857146,167.27076923076876,413.08767396750386,9780.61791208791,170641.42638388276,12.0,100.0,88.0
1588896000000,9986.3,10035.96,9705.0,9800.01,100683.7964,-186.28999999999905,BTC,2020-05-08,7730.750365531968,7339.937507790955,7186.630496790675,9.190138685066305,20.34260313722856,24.369525937238997,25.949196323640646,10118.642330307652,0.0,6337.5276696923465,0.0,45.95376276029363,10067.0,6751.0,40.30099348754905,93.77586218067822,8814.355518327744,80.81653539355183,0.0,0.0,0.0,0.0,0.0,0.0,,,456.4296046691801,,,,,0.053792029274688416,,9795.057714285711,89.66298248171506,7584.975142857145,170.0063516483512,443.9694967267981,9965.064065934062,197108.9140238464,8.0,96.0,88.0
1588982400000,9800.02,9914.25,9520.0,9539.4,81950.679567,-260.6200000000008,BTC,2020-05-09,7801.677802177774,7383.491220507965,7217.793006766959,9.163185869382719,18.049602918300696,22.44231911231129,24.182846567573964,10250.168881246409,0.0,6447.867118753591,0.0,45.5419039998814,10067.0,6751.0,39.7172457886664,87.60895988781249,8903.780844329913,73.37283618542108,0.0,0.0,0.0,0.0,0.0,0.0,,,451.98820433566726,,,,,-0.1062040649147749,,9848.992571428565,89.63347147488005,7816.85885714286,156.31797802197735,369.94004181199955,10005.310549450543,136855.634535864,4.0,92.0,88.0
1589068800000,9539.1,9574.83,8117.0,8722.77,183865.182028,-816.3299999999999,BTC,2020-05-10,7837.79906483747,7410.0115923790945,7237.726476876005,9.073692127010053,3.4397059894361237,8.709971758296236,10.832493816976653,10216.653300144713,0.0,6670.976699855285,0.0,41.99140554701197,10067.0,6762.0,39.14107544990032,76.83222231824232,8934.288617542992,55.974804728359665,0.0,0.0,0.0,0.0,0.0,0.0,66.31847205245336,,523.8340468831196,,,,,1.043367937350083,,9657.834571428562,89.50434840689907,8155.112571428575,115.59399999999901,456.2239514535394,9773.428571428562,208140.2938798815,20.0,88.0,68.0
1589155200000,8722.77,9168.0,8200.0,8561.52,168807.251832,-161.25,BTC,2020-05-11,7866.180277981099,7432.813739064657,7255.260165924005,9.055033023465542,4.070972219742699,9.35593001140662,11.521217488731642,10143.071202474293,0.0,6916.5737975257025,0.0,37.82607908838187,10067.0,6818.0,38.08988991271507,68.32710423267467,8952.767334094773,53.287898707717574,0.0,0.0,0.0,0.0,0.0,0.0,62.26720075317771,,555.5601863914683,,,,,0.6434197382694884,,9407.438857142855,89.16269986038225,8517.92257142857,68.42432967032974,575.2547438134167,9475.863186813185,330918.02027983963,16.0,84.0,68.0
1589241600000,8562.04,8978.26,8528.78,8810.79,86522.780066,248.75,BTC,2020-05-12,7903.223796491644,7460.10039769704,7275.863210083952,9.08373238573864,7.3346504835199955,12.530275166002184,14.690457368064932,10095.765952735139,0.0,7132.444047264861,0.0,34.40081013024891,10067.0,7020.0,35.37221800755854,69.17679322317699,8977.501883827063,56.7445509395531,0.0,0.0,0.0,0.0,0.0,0.0,58.505305975278894,,547.9830302206491,,,,,2.800452141309042,0.9507098738017562,9193.566857142858,87.58824131015729,8884.910285714288,23.742813186813,489.51683433348876,9217.30967032967,239626.73109588027,12.0,80.0,68.0
1589328000000,8810.99,9398.0,8792.99,9309.37,92466.274018,498.380000000001,BTC,2020-05-13,7958.366784864521,7496.719597742643,7302.7970748510525,9.138776698808519,9.491915891357534,14.742088894191363,16.94751074604824,10120.538285636725,0.0,7290.369714363274,0.0,32.51029264267493,10067.0,7388.0,30.7738114519932,67.64326896050272,9046.527082284965,62.69137453554127,0.0,0.0,0.0,0.0,0.0,0.0,55.742674415317715,,552.0563852048884,,,,,0.8871806201268214,0.9494699340459841,9225.79085714285,87.49602767597985,8928.514857142862,22.867384615383774,371.74001662432966,9248.658241758234,138190.63995985687,8.0,76.0,68.0
1589414400000,9309.35,9939.0,9256.76,9791.98,129565.37747,482.6299999999992,BTC,2020-05-14,8030.27318545807,7542.1702987774415,7335.766385117927,9.189318962266361,13.24963393824546,18.522568384862076,20.75233251031758,10197.500553443426,0.0,7442.105446556575,0.0,31.24100512094035,10067.0,7431.07,29.88649519722833,66.29781168985397,9130.015758784042,67.36801393745678,0.0,0.0,0.0,0.0,0.0,0.0,53.954624038183105,,561.3552148331107,,,,,0.9312403977797021,0.9503543880464912,9344.295999999998,87.97052706150791,8977.435428571427,28.22004395604391,451.69608714694436,9372.516043956042,204029.35514385998,4.0,72.0,68.0
1589500800000,9791.97,9845.62,9150.0,9316.42,115890.761516,-475.5499999999993,BTC,2020-05-15,8080.710315440107,7577.303956227393,7362.0002078315965,9.139533713714913,11.686226060763863,17.18793490461865,19.540981335173807,10168.655552824483,0.0,7648.725447175519,0.0,28.28620104884061,10067.0,7480.0,29.03906023000799,59.15641997269861,9171.229772223533,59.458781713321585,0.0,0.0,0.0,0.0,0.0,0.0,52.03253615508316,,570.9455566307457,15.646696015449795,,,,0.3347744476335867,0.9492549985081977,9336.594857142858,87.35622462744671,9055.059428571423,21.65657142857192,430.41458779165646,9358.25142857143,185256.71738386154,4.0,68.0,64.0
1589587200000,9315.96,9588.0,9220.0,9381.27,59587.627862,65.31000000000131,BTC,2020-05-16,8131.712656011083,7613.026056104079,7388.7455030921055,9.146470427291558,11.803550368643354,17.429218480432986,19.861762439348098,10136.841531724689,0.0,7849.356468275312,0.0,25.436004467974577,10067.0,7606.0,27.365427646242967,55.256715923544675,9190.090008107161,60.145917774073475,1.0,0.0,0.0,0.0,0.0,0.0,50.2477402636332,,556.4494454428353,17.21176482512415,,,,0.3863051718324454,0.9487018419869719,9352.312000000002,87.07595297450338,9097.802285714284,19.577670329670585,311.7436270140554,9371.889670329672,97184.0889838785,4.0,64.0,60.0
1589673600000,9380.81,9888.0,9322.1,9680.04,68647.764323,299.2300000000014,BTC,2020-05-17,8192.431375383198,7653.957025290137,7419.0937745743295,9.17782131249349,12.11817749881253,17.89449774953995,20.41392202857372,10122.430006924164,0.0,8054.309993075838,0.0,22.755675812586034,10067.0,7659.12,26.494079796487156,54.790985816295354,9225.481905647368,63.23738096098334,0.0,0.0,0.0,0.0,0.0,0.0,49.02669465780391,,557.1244850540613,18.933208777083244,,,,0.5562482409079631,0.9481120377954487,9422.036571428576,87.35767596291471,9140.346285714279,21.66848351648443,200.85687387760927,9443.705054945061,40343.48378388584,4.0,60.0,56.0
1589760000000,9681.11,9950.0,9464.23,9733.93,82006.603583,52.81999999999971,BTC,2020-05-18,8252.88230183876,7695.144608947758,7449.753857030299,9.183372999079275,12.79922083636218,18.692333037682328,21.285156245882668,10053.369319527124,0.0,8322.865680472876,0.0,18.834147898677266,10067.0,7710.05,25.65215344710165,60.29985751064854,9277.314346221505,63.783086773008804,1.0,0.0,0.0,0.0,0.0,0.0,47.98020720006042,,552.0277361216284,20.826708859320846,,,,0.5666851246380349,0.9468924235091876,9479.993428571426,87.28822356647632,9205.528,21.112725274725065,193.70252774774934,9501.10615384615,37520.6692558676,4.0,56.00000000000001,52.00000000000001
1589846400000,9733.93,9897.21,9474.0,9775.53,78539.760454,41.600000000000364,BTC,2020-05-19,8312.593976276456,7736.340359265623,7480.558839056388,9.187637603332567,12.258877176731522,18.341351496035223,21.041177548486512,10117.844058017525,0.0,8358.086941982476,0.0,19.049184758646792,10067.0,8117.0,21.108543867153433,55.064482518355874,9316.052269664218,64.22456258931894,1.0,0.0,0.0,0.0,0.0,0.0,47.008468846441474,,542.8264692557977,22.192472358547235,,,,0.19827970030715636,0.9447875124510586,9545.429714285712,87.49930899079209,9247.763142857146,22.89742857142815,190.19444654322038,9568.32714285714,36173.927495881915,4.0,52.0,48.0
1589932800000,9775.13,9842.0,9326.0,9511.43,74923.73809,-263.6999999999989,BTC,2020-05-20,8359.60715367738,7771.490649181155,7507.457794830476,9.160249512268946,10.362350914889774,16.668554051242168,19.499701964073815,10122.072643748375,0.0,8443.001356251625,0.0,18.08849549963281,10067.0,8117.0,21.007188013363155,49.02334513404282,9340.572423600552,59.28382848804866,0.0,0.0,0.0,0.0,0.0,0.0,45.64350241096294,,540.9102928803836,23.202059445366473,,,,0.18250062588191174,0.9400798264569064,9538.718857142856,86.78729485570706,9307.118285714283,17.815428571428757,147.98007784794004,9556.534285714286,21898.103439882398,4.0,48.0,44.0
1590019200000,9511.43,9578.47,8815.0,9068.65,108928.780969,-442.78000000000065,BTC,2020-05-21,8387.412755493953,7797.176972959746,7528.135837283053,9.112578689693686,4.8506777595694475,11.546489246060734,14.598572464174103,10114.3015630313,0.0,8474.941436968698,0.0,17.637728723677473,10067.0,8117.0,20.979875296697127,39.88680983276565,9290.338452806513,52.0536971601893,0.0,0.0,0.0,0.0,0.0,0.0,42.98756796323645,,556.8074148174991,23.705098554750037,,,,1.108931789324322,0.9301371289395042,9528.11857142856,87.81999971010727,9186.61142857144,26.269780219778465,258.7327654237509,9554.388351648338,66942.6439038217,8.0,44.0,36.0
1590105600000,9067.51,9271.0,8933.52,9170.0,58943.131024,102.48999999999978,BTC,2020-05-22,8418.102451356935,7824.361587356583,7549.882382484602,9.123692565250511,5.769478868834065,12.415692947946802,15.488157159948129,10113.08513386661,0.0,8495.95286613339,0.0,17.38007378708368,10067.0,8117.0,20.95755836491924,33.58117682868277,9243.021736963168,53.45303241931702,0.0,0.0,0.0,0.0,0.0,0.0,40.52134311891899,,541.1411709019634,23.50359332209763,,,,0.6695020050141656,0.9151885967620369,9543.173999999995,88.38687829570253,9081.554571428574,35.50918681318616,287.8087180331042,9578.683186813181,82833.85817585886,4.0,40.0,36.0
1590192000000,9170.0,9307.85,9070.0,9179.15,43526.296966,9.149999999999636,BTC,2020-05-23,8447.947453264507,7851.189080676255,7571.462086027853,9.124689886734984,6.858352224206095,13.437827114925524,16.521917463860497,10107.71182831389,0.0,8529.82517168611,0.0,16.932351701061993,10067.0,8117.0,20.925511777656027,37.84481392020253,9216.033075598396,53.584739604650224,1.0,0.0,0.0,0.0,0.0,0.0,38.31334588248357,52.31590896746846,519.4775158375375,22.86558711505312,,,,0.6719336638073609,0.9020682435609678,9541.35257142856,88.53823361242553,9031.91171428572,39.187758241757,263.6185271482856,9580.540329670317,69494.72785583138,52.0,36.0,-16.0
1590278400000,9179.01,9298.0,8700.0,8720.34,70379.86645,-458.6700000000001,BTC,2020-05-24,8458.629513920801,7868.399989969795,7586.6790120407295,9.07341350696859,2.7743734032091796,9.558620804944889,12.796792965049086,10119.826761868355,0.0,8502.548238131645,0.0,17.369197255846363,10067.0,8117.0,20.94254894985199,41.118194627461264,9259.454011065074,46.482376607171844,0.0,0.0,0.0,0.0,0.0,0.0,35.82590153844465,49.04655114581118,525.0862647062847,21.968323103442952,,,,0.203635723880237,0.8873129833465123,9315.182857142854,77.24932121158112,9257.734285714288,4.4191208791204115,253.41257605699008,9319.601978021974,64217.93370383978,48.0,32.0,-16.0
1590364800000,8718.14,8979.66,8642.72,8900.35,62833.910949,182.21000000000095,BTC,2020-05-25,8475.951885923907,7888.834643633759,7604.0786277752895,9.093845880789686,1.9295790454404678,8.72277889791918,12.017528882397091,10124.114000397281,0.0,8486.112999602718,0.0,17.603235046993934,10067.0,8117.0,20.95621939485209,44.63413425008589,9328.077291340465,49.32056949062831,0.0,0.0,0.0,0.0,0.0,0.0,33.65079245723137,46.07804921625513,511.647245798693,20.928363153064552,,,,0.030467160962083427,0.8661367836887341,9112.33514285714,-88.1228376008549,9508.986285714289,-30.511626373626747,175.2433091899783,9081.823516483515,30710.217415854335,44.0,28.000000000000004,-15.999999999999996
1590451200000,8900.35,9017.67,8700.0,8841.18,58299.770138,-59.17000000000007,BTC,2020-05-26,8490.274557064145,7907.692967522199,7620.464076414028,9.087175630886367,2.4106372751247647,9.10697738480231,12.408458891792785,10131.238043888336,0.0,8448.814956111664,0.0,18.10999234261249,10067.0,8117.0,20.99025228830079,43.33142083755292,9346.511000041155,48.41173385903597,0.0,0.0,0.0,0.0,0.0,0.0,31.527424771097454,43.63504959320758,497.7917282416435,19.846893862586654,,,,-0.1409476138292,0.8357640559225408,8920.201428571429,-89.05155350003494,9705.461428571425,-60.40461538461515,182.87463734444793,8859.796813186813,33443.132983863354,40.0,24.0,-16.0
1590537600000,8841.0,9225.0,8811.73,9204.07,68910.355514,363.0699999999997,BTC,2020-05-27,8518.266535218492,7933.363799848492,7641.438989309207,9.127401056515296,3.330372864142539,9.96814700576967,13.28105843790939,10029.374484071046,0.0,8472.445515928954,0.0,16.830008811480084,10035.96,8117.0,20.74347280429708,42.086637104114565,9344.911945276068,54.00914101653328,0.0,0.0,0.0,0.0,0.0,0.0,29.550613742331713,41.75261889025741,491.754461938669,18.939102879546397,,,,0.3707711454315533,0.7978096987039476,8891.73971428571,-89.09956803171085,9718.880285714287,-63.62619780219822,190.94684929543584,8828.113516483512,36460.69925585389,36.0,20.0,-16.0
1590624000000,9204.07,9625.47,9110.0,9575.89,74110.787662,371.8199999999997,BTC,2020-05-28,8559.741965209923,7965.889071138621,7667.060857000476,9.167003760120872,6.040154059166593,12.55884663953215,15.839068529083688,9992.249608781289,0.0,8487.158391218714,0.0,16.28938781548169,9950.0,8117.0,19.83829785023416,38.73559192593265,9311.441253904683,58.926582858030386,0.0,0.0,0.0,0.0,0.0,0.0,28.639932087576163,40.33623412132966,493.44842894304975,18.272358081135145,,,,0.6019631298070235,0.7466367394258452,9030.841714285722,-88.56256145964565,9548.90828571428,-39.85127472527372,308.2080913017625,8990.990439560448,94992.22754387558,32.0,16.0,-16.0
1590710400000,9575.87,9605.26,9330.0,9427.07,57374.362961,-148.8000000000011,BTC,2020-05-29,8593.75482931934,7994.823346957658,7690.372236377953,9.151340616848586,7.891159385644807,14.310575059403451,17.573716651897605,9979.24277114488,0.0,8488.93222885512,0.0,16.139229158157324,9950.0,8117.0,19.850364207616618,47.13717667742331,9304.816992025713,56.33046568638256,0.0,0.0,0.0,0.0,0.0,0.0,27.79429912244601,39.021019693039605,477.8635411614033,17.646808432602267,,,,0.4392187048367874,0.7373076330566898,9069.91257142857,-88.36605021401667,9525.64457142857,-35.05630769230765,286.6647317265318,9034.856263736263,82176.66841584444,28.000000000000004,12.0,-16.000000000000004
1590796800000,9426.6,9740.0,9331.23,9697.72,55665.27254,271.119999999999,BTC,2020-05-30,8637.047581110737,8028.544072760476,7716.9596239755965,9.179646085316138,7.439345283411323,13.960495317761143,17.299652629121812,10015.264522165786,0.0,8550.405477834216,0.0,15.780298199112336,9950.0,8200.0,18.851999416126645,53.224191003775566,9315.612139006847,59.79925960367101,0.0,0.0,0.0,0.0,0.0,0.0,27.305782633259703,38.166238645531806,472.92828822130315,16.99822508861834,,,,0.36449619383738835,0.7650398710107392,9184.681999999999,-87.25764377495959,9456.082285714287,-20.87694505494515,302.6765004816991,9163.805054945055,91613.06394384801,24.0,8.0,-16.0
1590883200000,9697.72,9700.0,9381.41,9448.27,48333.786403,-249.4499999999989,BTC,2020-05-31,8668.860224988748,8056.657457458288,7739.890887234198,9.153586934945585,7.595337747857217,14.121038762208576,17.49757352856129,9982.919731267506,0.0,8671.425268732495,0.0,14.0610079049681,9950.0,8528.78,15.237415197370899,46.90892478868913,9302.677066284927,55.4290941490636,0.0,0.0,0.0,0.0,0.0,0.0,26.85216017901528,37.416183689537846,461.90412477692433,16.39481432918186,,,,0.36640002145918893,0.7589027884693496,9268.947142857141,-79.44383252446292,9338.707142857145,-5.366153846154197,164.98558065434707,9263.580989010987,27220.241823852062,20.0,4.0,-16.0
